name                ,dob       ,visit_date,date      ,theft_date
Laura Sotelo        ,06/04/1994,2016-10-25,2016-10-25,
John Bona           ,22/03/1994,2016-10-25,2016-10-25,
Patricia Johnson    ,07/03/1994,2016-10-25,2016-10-25,
Thomas Perez        ,22/02/1994,2016-10-25,2016-10-25,
Maria Troutman      ,25/04/1994,2016-10-25,2016-10-25,
Kayla Coggins       ,17/05/1997,2016-10-26,2016-10-26,
Richard Hayhoe      ,05/06/1997,2016-10-26,2016-10-26,
Christopher Mather  ,02/06/1997,2016-10-26,2016-10-26,
Eva Mulder          ,28/05/1997,2016-10-26,2016-10-26,
Ada Tejeda          ,24/05/1997,2016-10-26,2016-10-26,
Marisa Smiley       ,23/05/1997,2016-10-26,2016-10-26,
James Faulkner      ,23/05/1997,2016-10-26,2016-10-26,
Lawrence Olsen      ,15/05/1997,2016-10-26,2016-10-26,
Louise Rush         ,24/04/1997,2016-10-26,2016-10-26,
Shirley Hatfield    ,12/05/1997,2016-10-26,2016-10-26,
Brad Friedman       ,06/05/1997,2016-10-26,2016-10-26,
Andres Burns        ,06/05/1997,2016-10-26,2016-10-26,
Phillis Mclain      ,05/05/1997,2016-10-26,2016-10-26,
Kellie Florio       ,13/06/1997,2016-10-26,2016-10-26,
Harry Duncan        ,07/10/1996,2016-10-26,2016-10-26,
Jennine Robertson   ,11/04/1997,2016-10-26,2016-10-26,
Roger Williams      ,10/04/1997,2016-10-26,2016-10-26,
Jeanette Stupar     ,10/04/1997,2016-10-26,2016-10-26,
Leonard Poole       ,14/05/1997,2016-10-26,2016-10-26,
Megan Faines        ,18/06/1997,2016-10-26,2016-10-26,
Laura Ortiz         ,23/07/1997,2016-10-26,2016-10-26,
Julie Ramirez       ,04/07/1997,2016-10-26,2016-10-26,
Heather Baxter      ,21/08/1997,2016-10-26,2016-10-26,
Yvonne Kouba        ,25/08/1997,2016-10-26,2016-10-26,
Donald Reddout      ,29/08/1997,2016-10-26,2016-10-26,
Suzanne Bartley     ,03/09/1997,2016-10-26,2016-10-26,
Keith Bowers        ,06/04/1997,2016-10-26,2016-10-26,
Melody Whitlock     ,05/09/1997,2016-10-26,2016-10-26,
Lucille Bell        ,07/09/1997,2016-10-26,2016-10-26,
Melissa Cashman     ,16/09/1997,2016-10-26,2016-10-26,
Beverly Pimentel    ,20/06/1997,2016-10-26,2016-10-26,
Alice Seidel        ,18/09/1997,2016-10-26,2016-10-26,
Louis Timchula      ,07/10/1997,2016-10-26,2016-10-26,
Kenneth Towns       ,16/08/1997,2016-10-26,2016-10-26,
Raymond Shannon     ,06/08/1997,2016-10-26,2016-10-26,
Barbara Grams       ,03/08/1997,2016-10-26,2016-10-26,
Lucia Burkett       ,30/07/1997,2016-10-26,2016-10-26,
Frank Figueroa      ,23/07/1997,2016-10-26,2016-10-26,
Charles Betts       ,18/07/1997,2016-10-26,2016-10-26,
Thomas Palomo       ,09/07/1997,2016-10-26,2016-10-26,
Christina Angell    ,27/09/1997,2016-10-26,2016-10-26,
Cecil Fryer         ,07/10/1996,2016-10-26,2016-10-26,
Dean Jennings       ,30/03/1997,2016-10-26,2016-10-26,
Robin Wilson        ,22/03/1997,2016-10-26,2016-10-26,
Jose Goldman        ,15/10/1992,2016-10-26,2016-10-26,
Shirley Laswell     ,14/11/1992,2016-10-26,2016-10-26,
Robert Shepherd     ,30/03/1993,2016-10-26,2016-10-26,
Heather Koehl       ,02/04/1993,2016-10-26,2016-10-26,
Michael Mcbride     ,26/04/1993,2016-10-26,2016-10-26,
Joseph Higgins      ,09/05/1993,2016-10-26,2016-10-26,
Dale Kirkwood       ,22/05/1993,2016-10-26,2016-10-26,
Geraldine Arreola   ,27/05/1993,2016-10-26,2016-10-26,
Patricia Whitley    ,08/06/1993,2016-10-26,2016-10-26,
Nellie Jaynes       ,02/08/1993,2016-10-26,2016-10-26,
Gilbert Mackay      ,18/08/1993,2016-10-26,2016-10-26,
Judith Sanders      ,26/08/1993,2016-10-26,2016-10-26,
Debora Dukes        ,23/11/1993,2016-10-26,2016-10-26,
Terri Kennedy       ,17/12/1993,2016-10-26,2016-10-26,
Karen Keeney        ,25/12/1993,2016-10-26,2016-10-26,
Tamara Horton       ,11/09/1992,2016-10-26,2016-10-26,
Freda Shepardson    ,28/02/1994,2016-10-26,2016-10-26,
Charlotte Samuels   ,04/08/1992,2016-10-26,2016-10-26,
Roberta Miller      ,25/06/1992,2016-10-26,2016-10-26,
Suzanne Larson      ,02/12/1996,2016-10-26,2016-10-26,
James Scott         ,29/11/1996,2016-10-26,2016-10-26,
John Borden         ,27/11/1996,2016-10-26,2016-10-26,
Susan Medina        ,17/11/1996,2016-10-26,2016-10-26,
Evalyn Kenney       ,14/11/1996,2016-10-26,2016-10-26,
Willie Gould        ,08/11/1996,2016-10-26,2016-10-26,
Martha Fitzpatrick  ,04/11/1996,2016-10-26,2016-10-26,
Fred Aderholt       ,25/10/1996,2016-10-26,2016-10-26,
Debra Kelley        ,12/10/1996,2016-10-26,2016-10-26,
Andrea Hutton       ,18/04/1991,2016-10-26,2016-10-26,
John Sanos          ,02/06/1991,2016-10-26,2016-10-26,
Michael Pace        ,26/09/1991,2016-10-26,2016-10-26,
Frances Bateman     ,06/05/1992,2016-10-26,2016-10-26,
Stacy Judd          ,02/06/1992,2016-10-26,2016-10-26,
Martha Burton       ,18/06/1992,2016-10-26,2016-10-26,
Robin Jones         ,14/07/1992,2016-10-26,2016-10-26,
Isaac Myers         ,01/03/1994,2016-10-26,2016-10-26,
Patricia Johnson    ,07/03/1994,2016-10-26,2016-10-26,
John Bona           ,22/03/1994,2016-10-26,2016-10-26,
Olivia Aspinall     ,24/12/1996,2016-10-26,2016-10-26,
Mario Heilmann      ,30/12/1996,2016-10-26,2016-10-26,
Samuel Fierro       ,02/01/1997,2016-10-26,2016-10-26,
Rusty Monterio      ,04/01/1997,2016-10-26,2016-10-26,
William Bench       ,04/01/1997,2016-10-26,2016-10-26,
Gerry Jenkins       ,06/01/1997,2016-10-26,2016-10-26,
Homer Castro        ,10/01/1997,2016-10-26,2016-10-26,
Gerald Butts        ,17/01/1997,2016-10-26,2016-10-26,
Linda Vasquez       ,28/01/1997,2016-10-26,2016-10-26,
David Graves        ,03/02/1997,2016-10-26,2016-10-26,
George Combs        ,14/02/1997,2016-10-26,2016-10-26,
Katrina Beasley     ,06/03/1997,2016-10-26,2016-10-26,
Pamela Saltzman     ,06/03/1997,2016-10-26,2016-10-26,
Bryant Ahearn       ,08/03/1997,2016-10-26,2016-10-26,
Carolyn Schimmel    ,19/03/1997,2016-10-26,2016-10-26,
Ivan Sundby         ,23/12/1996,2016-10-26,2016-10-26,
Kirk Muniz          ,19/12/1996,2016-10-26,2016-10-26,
Gladys Woodman      ,10/01/1995,2016-10-26,2016-10-26,
Theresa Dixon       ,28/12/1994,2016-10-26,2016-10-26,
Mary Laura          ,09/04/1994,2016-10-26,2016-10-26,
Maria Troutman      ,25/04/1994,2016-10-26,2016-10-26,
Franklin Olson      ,29/04/1994,2016-10-26,2016-10-26,
Deborah Woods       ,10/05/1994,2016-10-26,2016-10-26,
Maribel Walters     ,30/07/1994,2016-10-26,2016-10-26,
Tabitha Bower       ,21/08/1994,2016-10-26,2016-10-26,
Ruby Stott          ,31/08/1994,2016-10-26,2016-10-26,
Shanae Platt        ,24/03/1997,2016-10-26,2016-10-26,
Roderick Anding     ,03/09/1994,2016-10-26,2016-10-26,
Joann Dimick        ,09/10/1994,2016-10-26,2016-10-26,
Debra Brown         ,19/11/1994,2016-10-26,2016-10-26,
Kirby Roberts       ,26/11/1994,2016-10-26,2016-10-26,
Earl Manson         ,01/12/1994,2016-10-26,2016-10-26,
Manuela Hines       ,06/12/1994,2016-10-26,2016-10-26,
Wai Houlahan        ,11/12/1994,2016-10-26,2016-10-26,
Claudia Hughes      ,13/12/1994,2016-10-26,2016-10-26,
Robert Featherston  ,08/10/1994,2016-10-26,2016-10-26,
Rhoda Carmack       ,07/12/1996,2016-10-26,2016-10-26,
Christi Macpartland ,11/12/1996,2016-10-26,2016-10-26,
Jeff Howell         ,13/09/1995,2016-10-26,2016-10-26,
Monica Loureiro     ,24/08/1995,2016-10-26,2016-10-26,
Kelly Gagnon        ,18/08/1995,2016-10-26,2016-10-26,
Robert Pickert      ,06/08/1995,2016-10-26,2016-10-26,
Ralph Brisson       ,26/07/1995,2016-10-26,2016-10-26,
Jason Shepard       ,09/10/1996,2016-10-26,2016-10-26,
Ronald Stovall      ,18/07/1995,2016-10-26,2016-10-26,
Robert Haine        ,14/07/1995,2016-10-26,2016-10-26,
Willie Gould        ,10/07/1995,2016-10-26,2016-10-26,
Karla Breaux        ,10/07/1995,2016-10-26,2016-10-26,
Brenda Miller       ,03/07/1995,2016-10-26,2016-10-26,
Lillie Sikes        ,27/06/1995,2016-10-26,2016-10-26,
Anita Ullrich       ,16/06/1995,2016-10-26,2016-10-26,
Zofia Treinen       ,06/05/1995,2016-10-26,2016-10-26,
Tina Taylor         ,03/05/1995,2016-10-26,2016-10-26,
Jennifer Brown      ,19/04/1995,2016-10-26,2016-10-26,
David Schaefer      ,26/03/1995,2016-10-26,2016-10-26,
Caleb Jobe          ,02/03/1995,2016-10-26,2016-10-26,
Rebecca Lynch       ,25/02/1995,2016-10-26,2016-10-26,
Brenda Mathis       ,15/01/1995,2016-10-26,2016-10-26,
Errol Dietrick      ,11/01/1996,2016-10-26,2016-10-26,
Susan Hart          ,13/01/1996,2016-10-26,2016-10-26,
Wes Carlson         ,13/01/1996,2016-10-26,2016-10-26,
John Gill           ,18/01/1996,2016-10-26,2016-10-26,
Peter Romo          ,25/08/1995,2016-10-26,2016-10-26,
Tristan Chen        ,01/02/1996,2016-10-26,2016-10-26,
Babette Mitchell    ,27/08/1995,2016-10-26,2016-10-26,
Wendy Faison        ,10/09/1995,2016-10-26,2016-10-26,
Johnie Johnson      ,28/12/1995,2016-10-26,2016-10-26,
John Maynard        ,23/12/1995,2016-10-26,2016-10-26,
Joseph Hirneise     ,18/12/1995,2016-10-26,2016-10-26,
Hulda Nogle         ,13/12/1995,2016-10-26,2016-10-26,
Kimberly Monroe     ,30/11/1995,2016-10-26,2016-10-26,
Ollie Rogers        ,25/11/1995,2016-10-26,2016-10-26,
Eula Wright         ,20/11/1995,2016-10-26,2016-10-26,
Jerry Carroll       ,19/11/1995,2016-10-26,2016-10-26,
Vicki Jacobs        ,14/11/1995,2016-10-26,2016-10-26,
Denise Sullivan     ,14/11/1995,2016-10-26,2016-10-26,
Lynn Bernhart       ,13/11/1995,2016-10-26,2016-10-26,
Edward Brown        ,11/10/1995,2016-10-26,2016-10-26,
Cyndy Allendorf     ,10/10/1995,2016-10-26,2016-10-26,
Thaddeus Diaz       ,09/10/1995,2016-10-26,2016-10-26,
Darlene Cunha       ,06/10/1995,2016-10-26,2016-10-26,
Thomas Collins      ,01/10/1995,2016-10-26,2016-10-26,
Cynthia Vanwinkle   ,27/09/1995,2016-10-26,2016-10-26,
Cynthia Corbin      ,21/09/1995,2016-10-26,2016-10-26,
John Panchik        ,16/09/1995,2016-10-26,2016-10-26,
Kenneth Caldeira    ,15/09/1995,2016-10-26,2016-10-26,
Kathleen Benzi      ,15/09/1995,2016-10-26,2016-10-26,
Margaret Hickman    ,08/01/1996,2016-10-26,2016-10-26,
James Foltz         ,13/09/1995,2016-10-26,2016-10-26,
Coleen Boender      ,05/09/1995,2016-10-26,2016-10-26,
Daniel Laster       ,31/12/1995,2016-10-26,2016-10-26,
John Davis          ,05/02/1996,2016-10-26,2016-10-26,
Julia Lewis         ,13/02/1996,2016-10-26,2016-10-26,
Henry Brunson       ,21/06/1996,2016-10-26,2016-10-26,
Florine Kim         ,14/07/1996,2016-10-26,2016-10-26,
Mary Murray         ,17/07/1996,2016-10-26,2016-10-26,
Sheila Burch        ,18/07/1996,2016-10-26,2016-10-26,
Shayne West         ,20/07/1996,2016-10-26,2016-10-26,
Myra Segura         ,28/07/1996,2016-10-26,2016-10-26,
Joelle Grimaud      ,03/08/1996,2016-10-26,2016-10-26,
Leroy Smith         ,09/08/1996,2016-10-26,2016-10-26,
Tasia Capehart      ,17/08/1996,2016-10-26,2016-10-26,
Vivian Gibson       ,20/08/1996,2016-10-26,2016-10-26,
David Reid          ,27/08/1996,2016-10-26,2016-10-26,
Leroy Gennaro       ,30/08/1996,2016-10-26,2016-10-26,
Sammy Fox           ,31/08/1996,2016-10-26,2016-10-26,
Ruth Vise           ,01/09/1996,2016-10-26,2016-10-26,
Maude Faulkner      ,02/09/1996,2016-10-26,2016-10-26,
Shawn Jimeson       ,02/09/1996,2016-10-26,2016-10-26,
Janet Greene        ,06/09/1996,2016-10-26,2016-10-26,
Arthur Freund       ,07/09/1996,2016-10-26,2016-10-26,
Lucy Watson         ,11/09/1996,2016-10-26,2016-10-26,
Libby Locke         ,13/09/1996,2016-10-26,2016-10-26,
Rhonda Hammond      ,26/09/1996,2016-10-26,2016-10-26,
Jenni Ager          ,01/10/1996,2016-10-26,2016-10-26,
Sanford Huffman     ,02/10/1996,2016-10-26,2016-10-26,
Jason Villegas      ,08/06/1996,2016-10-26,2016-10-26,
Helen Coleman       ,09/02/1996,2016-10-26,2016-10-26,
Sarah Mckeon        ,02/06/1996,2016-10-26,2016-10-26,
John Vildosola      ,29/05/1996,2016-10-26,2016-10-26,
Edgar Roth          ,19/02/1996,2016-10-26,2016-10-26,
Elizabeth Riggs     ,24/02/1996,2016-10-26,2016-10-26,
Frances Robinson    ,25/02/1996,2016-10-26,2016-10-26,
Blanch Graven       ,26/02/1996,2016-10-26,2016-10-26,
Toby Baker          ,29/02/1996,2016-10-26,2016-10-26,
Krystal Curtis      ,01/03/1996,2016-10-26,2016-10-26,
Donna Hull          ,08/03/1996,2016-10-26,2016-10-26,
Linda Gomez         ,08/03/1996,2016-10-26,2016-10-26,
Cynthia Barrier     ,10/03/1996,2016-10-26,2016-10-26,
Susan Brown         ,23/03/1996,2016-10-26,2016-10-26,
Katherine Gore      ,30/03/1996,2016-10-26,2016-10-26,
Jennifer Thornbury  ,02/04/1996,2016-10-26,2016-10-26,
Cheryl Robinson     ,05/04/1996,2016-10-26,2016-10-26,
Dawn Burns          ,06/04/1996,2016-10-26,2016-10-26,
Jimmy Smiley        ,19/04/1996,2016-10-26,2016-10-26,
Holly Walker        ,25/04/1996,2016-10-26,2016-10-26,
Joseph Smith        ,25/04/1996,2016-10-26,2016-10-26,
Henry Torres        ,02/05/1996,2016-10-26,2016-10-26,
James Lundborg      ,02/05/1996,2016-10-26,2016-10-26,
George Walters      ,04/05/1996,2016-10-26,2016-10-26,
Roger Ballance      ,16/05/1996,2016-10-26,2016-10-26,
Michelle Hampton    ,20/05/1996,2016-10-26,2016-10-26,
Kimberly Fletcher   ,23/05/1996,2016-10-26,2016-10-26,
Jennifer Savage     ,31/05/1996,2016-10-26,2016-10-26,
Ronald Snook        ,03/01/1996,2016-10-26,2016-10-26,
Betty Rowold        ,21/05/1995,2016-10-27,2016-10-27,
Mary Bell           ,17/08/1995,2016-10-27,2016-10-27,
Franklin Olson      ,29/04/1994,2016-10-27,2016-10-27,
Nick Cropsey        ,04/05/1994,2016-10-27,2016-10-27,
Debbie Mcneil       ,12/07/1994,2016-10-27,2016-10-27,
Marylin Hughes      ,10/08/1994,2016-10-27,2016-10-27,
Marcellus Hau       ,24/08/1994,2016-10-27,2016-10-27,
Lillie Sikes        ,27/06/1995,2016-10-27,2016-10-27,
Janice Mcnatt       ,28/08/1994,2016-10-27,2016-10-27,
Roberta Shelley     ,01/09/1994,2016-10-27,2016-10-27,
Roderick Anding     ,03/09/1994,2016-10-27,2016-10-27,
Domingo Gonzales    ,14/09/1994,2016-10-27,2016-10-27,
Claire Miller       ,15/09/1994,2016-10-27,2016-10-27,
Richard Davis       ,16/09/1994,2016-10-27,2016-10-27,
Mary Laura          ,09/04/1994,2016-10-27,2016-10-27,
Michael Tade        ,17/11/1994,2016-10-27,2016-10-27,
Wai Houlahan        ,11/12/1994,2016-10-27,2016-10-27,
Barbara Mchale      ,19/12/1994,2016-10-27,2016-10-27,
Carl Dowling        ,09/01/1995,2016-10-27,2016-10-27,
Martha Peters       ,09/01/1995,2016-10-27,2016-10-27,
Brenda Mathis       ,15/01/1995,2016-10-27,2016-10-27,
Gary Hansberger     ,08/02/1995,2016-10-27,2016-10-27,
Anita Ullrich       ,16/06/1995,2016-10-27,2016-10-27,
Luz Connelly        ,26/03/1995,2016-10-27,2016-10-27,
Leonard Russell     ,09/04/1995,2016-10-27,2016-10-27,
Nathaniel Irving    ,18/04/1995,2016-10-27,2016-10-27,
Jennifer Brown      ,19/04/1995,2016-10-27,2016-10-27,
Fredrick Acevedo    ,07/05/1995,2016-10-27,2016-10-27,
Roberto Fitzgerald  ,23/11/1994,2016-10-27,2016-10-27,
Laura Sotelo        ,06/04/1994,2016-10-27,2016-10-27,
Jeffrey Lamb        ,14/01/1994,2016-10-27,2016-10-27,
Karen Keeney        ,25/12/1993,2016-10-27,2016-10-27,
Ralph Brisson       ,26/07/1995,2016-10-27,2016-10-27,
Tara Gonzalez       ,23/07/1995,2016-10-27,2016-10-27,
Peggy Ross          ,23/07/1995,2016-10-27,2016-10-27,
Ronald Stovall      ,18/07/1995,2016-10-27,2016-10-27,
Deborah Rosenfeld   ,14/07/1995,2016-10-27,2016-10-27,
Adrienne Ruck       ,13/07/1995,2016-10-27,2016-10-27,
Karla Breaux        ,10/07/1995,2016-10-27,2016-10-27,
Brenda Miller       ,03/07/1995,2016-10-27,2016-10-27,
Beatriz Wells       ,01/07/1995,2016-10-27,2016-10-27,
Chester Hall        ,19/03/1990,2016-10-27,2016-10-27,
Corey Jackson       ,07/09/1990,2016-10-27,2016-10-27,
Gerald Orozco       ,05/10/1990,2016-10-27,2016-10-27,
James Borders       ,31/12/1990,2016-10-27,2016-10-27,
Amanda Carnes       ,12/10/1991,2016-10-27,2016-10-27,
Spencer Spencer     ,13/10/1991,2016-10-27,2016-10-27,
Steven Estevez      ,13/01/1992,2016-10-27,2016-10-27,
Frances Bateman     ,06/05/1992,2016-10-27,2016-10-27,
Stacy Judd          ,02/06/1992,2016-10-27,2016-10-27,
Melvin Jones        ,08/07/1992,2016-10-27,2016-10-27,
Robert Shepherd     ,30/03/1993,2016-10-27,2016-10-27,
Robert Williams     ,02/04/1993,2016-10-27,2016-10-27,
Joseph Higgins      ,09/05/1993,2016-10-27,2016-10-27,
Dale Kirkwood       ,22/05/1993,2016-10-27,2016-10-27,
Patricia Whitley    ,08/06/1993,2016-10-27,2016-10-27,
Judith Sanders      ,26/08/1993,2016-10-27,2016-10-27,
Mary Garret         ,12/11/1993,2016-10-27,2016-10-27,
Joshua Heimsness    ,12/12/1993,2016-10-27,2016-10-27,
Walter Chesnutt     ,24/05/1995,2016-10-27,2016-10-27,
Duane Hobbs         ,26/02/1995,2016-10-27,2016-10-27,
Teresa Bahlmann     ,09/07/1997,2016-10-27,2016-10-27,
David Rufino        ,02/11/1997,2016-10-27,2016-10-27,
Henry Brunson       ,21/06/1996,2016-10-27,2016-10-27,
Brian Lane          ,16/06/1996,2016-10-27,2016-10-27,
Lisa Hazelwood      ,14/06/1996,2016-10-27,2016-10-27,
Myron Richardson    ,12/06/1996,2016-10-27,2016-10-27,
Clayton Hudson      ,04/06/1996,2016-10-27,2016-10-27,
Larry Coffman       ,03/06/1996,2016-10-27,2016-10-27,
Sarah Mckeon        ,02/06/1996,2016-10-27,2016-10-27,
Rita Valasquez      ,18/08/1995,2016-10-27,2016-10-27,
Troy Gilmore        ,24/05/1996,2016-10-27,2016-10-27,
Kimberly Fletcher   ,23/05/1996,2016-10-27,2016-10-27,
Roger Ballance      ,16/05/1996,2016-10-27,2016-10-27,
John Flora          ,15/05/1996,2016-10-27,2016-10-27,
Henry Torres        ,02/05/1996,2016-10-27,2016-10-27,
Joseph Smith        ,25/04/1996,2016-10-27,2016-10-27,
Jimmy Smiley        ,19/04/1996,2016-10-27,2016-10-27,
Justin Achenbach    ,29/06/1996,2016-10-27,2016-10-27,
Cynthia Kennedy     ,09/07/1996,2016-10-27,2016-10-27,
Felicia Preece      ,09/07/1996,2016-10-27,2016-10-27,
Sheila Burch        ,18/07/1996,2016-10-27,2016-10-27,
Lucy Watson         ,11/09/1996,2016-10-27,2016-10-27,
Arthur Freund       ,07/09/1996,2016-10-27,2016-10-27,
Shawn Jimeson       ,02/09/1996,2016-10-27,2016-10-27,
Leroy Gennaro       ,30/08/1996,2016-10-27,2016-10-27,
Stephen Moskovitz   ,27/08/1996,2016-10-27,2016-10-27,
Lucia Davis         ,22/08/1996,2016-10-27,2016-10-27,
Edith Alexander     ,18/08/1996,2016-10-27,2016-10-27,
Adam Johnson        ,11/04/1996,2016-10-27,2016-10-27,
Tasia Capehart      ,17/08/1996,2016-10-27,2016-10-27,
Tad Lopez           ,09/08/1996,2016-10-27,2016-10-27,
Matthew Foster      ,04/08/1996,2016-10-27,2016-10-27,
Joelle Grimaud      ,03/08/1996,2016-10-27,2016-10-27,
Melanie Cooke       ,31/07/1996,2016-10-27,2016-10-27,
Cheryl Harris       ,30/07/1996,2016-10-27,2016-10-27,
Myra Segura         ,28/07/1996,2016-10-27,2016-10-27,
Nellie Carney       ,19/07/1996,2016-10-27,2016-10-27,
Lawrence Girouard   ,13/08/1996,2016-10-27,2016-10-27,
Sylvia Bailey       ,10/04/1996,2016-10-27,2016-10-27,
James Smith         ,10/04/1996,2016-10-27,2016-10-27,
Patricia Nelson     ,06/04/1996,2016-10-27,2016-10-27,
Eula Wright         ,20/11/1995,2016-10-27,2016-10-27,
Ivan Huertas        ,16/11/1995,2016-10-27,2016-10-27,
Lynn Bernhart       ,13/11/1995,2016-10-27,2016-10-27,
Ricardo Hedman      ,07/11/1995,2016-10-27,2016-10-27,
Barbara Brahler     ,03/11/1995,2016-10-27,2016-10-27,
Virginia Orr        ,18/10/1995,2016-10-27,2016-10-27,
Virginia Blackmon   ,15/10/1995,2016-10-27,2016-10-27,
Ollie Rogers        ,25/11/1995,2016-10-27,2016-10-27,
Edward Brown        ,11/10/1995,2016-10-27,2016-10-27,
Darlene Cunha       ,06/10/1995,2016-10-27,2016-10-27,
Cynthia Vanwinkle   ,27/09/1995,2016-10-27,2016-10-27,
John Panchik        ,16/09/1995,2016-10-27,2016-10-27,
Kathleen Benzi      ,15/09/1995,2016-10-27,2016-10-27,
Wendy Faison        ,10/09/1995,2016-10-27,2016-10-27,
Marcia Coleman      ,08/09/1995,2016-10-27,2016-10-27,
Tom Jackson         ,29/08/1995,2016-10-27,2016-10-27,
Thaddeus Diaz       ,09/10/1995,2016-10-27,2016-10-27,
Brittany Calvert    ,18/09/1996,2016-10-27,2016-10-27,
Phillip Harris      ,23/12/1995,2016-10-27,2016-10-27,
Margaret Hickman    ,08/01/1996,2016-10-27,2016-10-27,
Herman Briggs       ,29/03/1996,2016-10-27,2016-10-27,
Susan Brown         ,23/03/1996,2016-10-27,2016-10-27,
Linda Gomez         ,08/03/1996,2016-10-27,2016-10-27,
Donna Hull          ,08/03/1996,2016-10-27,2016-10-27,
Haley Fundora       ,02/03/1996,2016-10-27,2016-10-27,
Toby Baker          ,29/02/1996,2016-10-27,2016-10-27,
Anderson Hatton     ,24/02/1996,2016-10-27,2016-10-27,
Johnie Johnson      ,28/12/1995,2016-10-27,2016-10-27,
Amy Smith           ,21/02/1996,2016-10-27,2016-10-27,
Robert Ewing        ,09/02/1996,2016-10-27,2016-10-27,
John Davis          ,05/02/1996,2016-10-27,2016-10-27,
Henry Rios          ,05/02/1996,2016-10-27,2016-10-27,
Jeffery Rosenthal   ,30/01/1996,2016-10-27,2016-10-27,
Frances Schiavone   ,26/01/1996,2016-10-27,2016-10-27,
Susan Hart          ,13/01/1996,2016-10-27,2016-10-27,
Errol Dietrick      ,11/01/1996,2016-10-27,2016-10-27,
Julia Lewis         ,13/02/1996,2016-10-27,2016-10-27,
Ramon Copper        ,12/11/1997,2016-10-27,2016-10-27,
Joshua Braswell     ,29/09/1996,2016-10-27,2016-10-27,
Benjamin Kave       ,01/10/1996,2016-10-27,2016-10-27,
Morris Thompson     ,18/07/1997,2016-10-27,2016-10-27,
Charles Betts       ,18/07/1997,2016-10-27,2016-10-27,
Deborah Peralez     ,08/07/1997,2016-10-27,2016-10-27,
Michael Alvarado    ,05/07/1997,2016-10-27,2016-10-27,
Fred Barnette       ,19/06/1997,2016-10-27,2016-10-27,
Kellie Florio       ,13/06/1997,2016-10-27,2016-10-27,
German Gallian      ,12/06/1997,2016-10-27,2016-10-27,
Luella Mccrea       ,29/05/1997,2016-10-27,2016-10-27,
Polly Mujalli       ,28/05/1997,2016-10-27,2016-10-27,
Bruce Killeen       ,23/05/1997,2016-10-27,2016-10-27,
Lisa Gustavson      ,22/05/1997,2016-10-27,2016-10-27,
Shirley Hatfield    ,12/05/1997,2016-10-27,2016-10-27,
Evelyn Garcia       ,11/05/1997,2016-10-27,2016-10-27,
Brad Friedman       ,06/05/1997,2016-10-27,2016-10-27,
